parmy@fedora:~$ readelf -Ws libc-2.23.so

Symbol table '.dynsym' contains 2415 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   555: 0006b0a0   547 FUNC    GLOBAL DEFAULT   13 _IO_flush_all_linebuffered@@GLIBC_2.0
   556: 00112930   113 FUNC    GLOBAL DEFAULT   13 xdr_u_short@@GLIBC_2.0
   557: 0002fd30    45 FUNC    WEAK   DEFAULT   13 strtoll@@GLIBC_2.0
   558: 000af658    24 FUNC    GLOBAL DEFAULT   13 _exit@@GLIBC_2.0
   559: 00110ac0   620 FUNC    GLOBAL DEFAULT   13 svc_getreq_common@@GLIBC_2.2
   560: 000e62a0    50 FUNC    GLOBAL DEFAULT   13 name_to_handle_at@@GLIBC_2.14
   561: 0003cbb0    26 FUNC    GLOBAL DEFAULT   13 wcstoumax@@GLIBC_2.1
   562: 0005faa0   170 FUNC    WEAK   DEFAULT   13 vsprintf@@GLIBC_2.0
   563: 0002cbd0   285 FUNC    WEAK   DEFAULT   13 sigwaitinfo@@GLIBC_2.1
   564: 000e7a20   111 FUNC    WEAK   DEFAULT   13 moncontrol@@GLIBC_2.2
   565: 001025a0   186 FUNC    GLOBAL DEFAULT   13 __res_iclose@@GLIBC_PRIVATE
   566: 000e6aa0    82 FUNC    WEAK   DEFAULT   13 socketpair@@GLIBC_2.0
   567: 0002ed50    23 FUNC    GLOBAL DEFAULT   13 div@@GLIBC_2.0
   568: 00075d20    59 IFUNC   WEAK   DEFAULT   13 memchr@@GLIBC_2.0
   569: 00037330    26 FUNC    GLOBAL DEFAULT   13 __strtod_l@@GLIBC_2.1
   570: 00074ce0    39 IFUNC   GLOBAL DEFAULT   13 strpbrk@@GLIBC_2.0
   571: 000abc00    40 FUNC    WEAK   DEFAULT   13 scandirat@@GLIBC_2.15
   572: 0007d470    59 IFUNC   WEAK   DEFAULT   13 memrchr@@GLIBC_2.2
   573: 000f8f80    33 FUNC    GLOBAL DEFAULT   13 ether_aton@@GLIBC_2.0
   574: 000e2050    29 FUNC    WEAK   DEFAULT   13 hdestroy@@GLIBC_2.0
   575: 000d4460   101 FUNC    WEAK   DEFAULT   13 __read@@GLIBC_2.0
   576: 0011c2f0    21 FUNC    GLOBAL DEFAULT   13 __register_frame_info_table@@GLIBC_2.0
   577: 00024f30    48 FUNC    GLOBAL DEFAULT   13 tolower@@GLIBC_2.0
   578: 00070810   162 FUNC    WEAK   DEFAULT   13 cfree@@GLIBC_2.0
   579: 0011dd70   146 FUNC    GLOBAL DEFAULT   13 popen@GLIBC_2.0
   580: 0005f0b0   146 FUNC    GLOBAL DEFAULT   13 popen@@GLIBC_2.1
   581: 000faad0   187 FUNC    GLOBAL DEFAULT   13 ruserok_af@@GLIBC_2.2
   582: 00024fb0    36 FUNC    GLOBAL DEFAULT   13 _tolower@@GLIBC_2.0
   583: 00121b40   104 FUNC    WEAK   DEFAULT   13 step@GLIBC_2.0
   584: 000e9180    69 FUNC    WEAK   DEFAULT   13 towctrans@@GLIBC_2.0
   585: 00025760    43 FUNC    GLOBAL DEFAULT   13 __dcgettext@@GLIBC_2.0
   586: 000e4030    50 FUNC    GLOBAL DEFAULT   13 lsetxattr@@GLIBC_2.3
   587: 000dfcd0   108 FUNC    WEAK   DEFAULT   13 setttyent@@GLIBC_2.0
   588: 0009e450    28 FUNC    GLOBAL DEFAULT   13 __isoc99_swscanf@@GLIBC_2.7
   589: 00072730    29 FUNC    WEAK   DEFAULT   13 malloc_info@@GLIBC_2.10
   590: 000d4110   178 FUNC    WEAK   DEFAULT   13 __open64@@GLIBC_2.2
   591: 000b0320     5 FUNC    GLOBAL DEFAULT   13 __bsd_getpgrp@@GLIBC_2.0
   592: 000eb7f0   147 FUNC    GLOBAL DEFAULT   13 setsgent@@GLIBC_2.10
   593: 000e27e0  1001 FUNC    GLOBAL DEFAULT   13 __tdelete@@GLIBC_PRIVATE
   594: 000b0080    51 FUNC    GLOBAL DEFAULT   13 getpid@@GLIBC_2.0
   595: 000da930   871 FUNC    GLOBAL DEFAULT   13 fts64_open@@GLIBC_2.23
   596: 0002bfc0    36 FUNC    WEAK   DEFAULT   13 kill@@GLIBC_2.0
   597: 0003cbd0   101 FUNC    WEAK   DEFAULT   13 getcontext@@GLIBC_2.1
   598: 0009e360   231 FUNC    GLOBAL DEFAULT   13 __isoc99_vfwscanf@@GLIBC_2.7
   599: 00075080    39 IFUNC   GLOBAL DEFAULT   13 strspn@@GLIBC_2.0
   600: 000f18e0    61 FUNC    GLOBAL DEFAULT   13 pthread_condattr_init@@GLIBC_2.0
   601: 0002ed90    97 FUNC    WEAK   DEFAULT   13 imaxdiv@@GLIBC_2.1.1
   602: 001b0be8     4 OBJECT  WEAK   DEFAULT   32 program_invocation_name@@GLIBC_2.0
   603: 00121a70    45 FUNC    GLOBAL DEFAULT   13 posix_fallocate64@GLIBC_2.2
   604: 00108190   140 FUNC    GLOBAL DEFAULT   13 svcraw_create@@GLIBC_2.0
   605: 000db8c0   754 FUNC    GLOBAL DEFAULT   13 posix_fallocate64@@GLIBC_2.3.3
   606: 000e6270    36 FUNC    GLOBAL DEFAULT   13 fanotify_init@@GLIBC_2.13
   607: 000ca8f0    32 FUNC    GLOBAL DEFAULT   13 __sched_get_priority_max@@GLIBC_2.0
   608: 000e2790    70 FUNC    GLOBAL DEFAULT   13 __tfind@@GLIBC_PRIVATE
   609: 00078a70    67 FUNC    WEAK   DEFAULT   13 argz_extract@@GLIBC_2.0
   610: 00025730    41 FUNC    WEAK   DEFAULT   13 bind_textdomain_codeset@@GLIBC_2.2
   611: 0011e020   376 FUNC    GLOBAL DEFAULT   13 _IO_fgetpos64@GLIBC_2.1
   612: 000745f0    68 FUNC    WEAK   DEFAULT   13 strdup@@GLIBC_2.0
   613: 0011ded0   325 FUNC    GLOBAL DEFAULT   13 fgetpos@GLIBC_2.0
   614: 0005fbc0   433 FUNC    GLOBAL DEFAULT   13 _IO_fgetpos64@@GLIBC_2.2
   615: 0005d450   468 FUNC    GLOBAL DEFAULT   13 fgetpos@@GLIBC_2.2
   616: 00113960    56 FUNC    GLOBAL DEFAULT   13 svc_exit@@GLIBC_2.0
   617: 000d4d80    25 FUNC    GLOBAL DEFAULT   13 creat64@@GLIBC_2.1
   618: 00067180    37 FUNC    WEAK   DEFAULT   13 getc_unlocked@@GLIBC_2.0
   619: 0007ca20    54 FUNC    GLOBAL DEFAULT   13 __strncat_g@@GLIBC_2.1.1
   620: 00101350   625 FUNC    WEAK   DEFAULT   13 inet_pton@@GLIBC_2.0
   621: 000a6150    47 FUNC    GLOBAL DEFAULT   13 strftime@@GLIBC_2.0
   622: 00066440    12 FUNC    GLOBAL DEFAULT   13 __flbf@@GLIBC_2.2
   623: 000d4ab0   297 FUNC    GLOBAL DEFAULT   13 lockf64@@GLIBC_2.1
   624: 000614b0    40 FUNC    GLOBAL DEFAULT   13 _IO_switch_to_main_wget_area@@GLIBC_2.2
   625: 00112130   242 FUNC    GLOBAL DEFAULT   13 xencrypt@@GLIBC_2.0
   626: 001176c0    50 FUNC    GLOBAL DEFAULT   13 putpmsg@@GLIBC_2.1
   627: 0003a950    55 FUNC    GLOBAL DEFAULT   13 __libc_system@@GLIBC_PRIVATE
   628: 00113080   113 FUNC    GLOBAL DEFAULT   13 xdr_uint16_t@@GLIBC_2.1
   629: 001b0bdc     8 OBJECT  WEAK   DEFAULT   32 tzname@@GLIBC_2.0
   630: 00071040   442 FUNC    GLOBAL DEFAULT   13 __libc_mallopt@@GLIBC_2.0
   631: 0002c880    68 FUNC    WEAK   DEFAULT   13 sysv_signal@@GLIBC_2.1
   632: 000f16c0    65 FUNC    GLOBAL DEFAULT   13 pthread_attr_getschedparam@@GLIBC_2.0
   633: 00030ec0    30 FUNC    WEAK   DEFAULT   13 strtoll_l@@GLIBC_2.3
   634: 000d38b0    29 FUNC    GLOBAL DEFAULT   13 __sched_cpufree@@GLIBC_2.7
   635: 000d4c60    36 FUNC    GLOBAL DEFAULT   13 __dup2@@GLIBC_2.0
   636: 000f1bb0    61 FUNC    GLOBAL DEFAULT   13 pthread_mutex_destroy@@GLIBC_2.0
   637: 000600a0   258 FUNC    WEAK   DEFAULT   13 fgetwc@@GLIBC_2.2
   638: 000d3f10    36 FUNC    WEAK   DEFAULT   13 chmod@@GLIBC_2.0
   639: 000dd3a0   108 FUNC    GLOBAL DEFAULT   13 vlimit@@GLIBC_2.0
   640: 000dd650   171 FUNC    WEAK   DEFAULT   13 sbrk@@GLIBC_2.0
   641: 00024c60    59 FUNC    GLOBAL DEFAULT   13 __assert_fail@@GLIBC_2.0
   642: 0010bdd0   615 FUNC    GLOBAL DEFAULT   13 clntunix_create@@GLIBC_2.1
   643: 000e87d0   151 FUNC    WEAK   DEFAULT   13 iswalnum@@GLIBC_2.0
   644: 0007cb50    30 FUNC    GLOBAL DEFAULT   13 __strrchr_c@@GLIBC_2.1.1
   645: 00025010     8 FUNC    WEAK   DEFAULT   13 __toascii_l@@GLIBC_2.1
   646: 00025050    22 FUNC    GLOBAL DEFAULT   13 __isalnum_l@@GLIBC_2.1
   647: 00049030    42 FUNC    GLOBAL DEFAULT   13 printf@@GLIBC_2.0
   648: 000deec0   947 FUNC    GLOBAL DEFAULT   13 __getmntent_r@@GLIBC_2.2
   649: 000f93f0    72 FUNC    GLOBAL DEFAULT   13 ether_ntoa_r@@GLIBC_2.0
   650: 0002b090    17 FUNC    WEAK   DEFAULT   13 finite@@GLIBC_2.0
   651: 000e64e0   110 FUNC    WEAK   DEFAULT   13 __connect@@GLIBC_2.0
   652: 0002eb90    31 FUNC    GLOBAL DEFAULT   13 quick_exit@@GLIBC_2.10
   653: 000f75b0   378 FUNC    GLOBAL DEFAULT   13 getnetbyname@@GLIBC_2.0
   654: 000de560    35 FUNC    GLOBAL DEFAULT   13 mkstemp@@GLIBC_2.0
   655: 000d4960    36 FUNC    WEAK   DEFAULT   13 flock@@GLIBC_2.0
   656: 0007cb70    32 FUNC    GLOBAL DEFAULT   13 __strrchr_g@@GLIBC_2.1.1
   657: 000d3db0    71 FUNC    WEAK   DEFAULT   13 statvfs@@GLIBC_2.1
   658: 000e3460   353 FUNC    WEAK   DEFAULT   13 error_at_line@@GLIBC_2.0
   659: 00065380   224 FUNC    GLOBAL DEFAULT   13 rewind@@GLIBC_2.0
   660: 00079450  4458 FUNC    WEAK   DEFAULT   13 strcoll_l@@GLIBC_2.3
   661: 0002ed20    34 FUNC    GLOBAL DEFAULT   13 llabs@@GLIBC_2.0
   662: 001b31f8    12 OBJECT  GLOBAL DEFAULT   33 _null_auth@@GLIBC_2.0
   663: 0009fdc0    35 FUNC    WEAK   DEFAULT   13 localtime_r@@GLIBC_2.0
   664: 0008fdb0    57 FUNC    GLOBAL DEFAULT   13 wcscspn@@GLIBC_2.0
   665: 000dd4c0    55 FUNC    GLOBAL DEFAULT   13 vtimes@@GLIBC_2.0
   666: 000766a0    66 IFUNC   GLOBAL DEFAULT   13 __stpncpy@@GLIBC_2.0
   667: 0002e670    35 FUNC    WEAK   DEFAULT   13 __libc_secure_getenv@@GLIBC_PRIVATE
   668: 0002b0b0    30 FUNC    WEAK   DEFAULT   13 copysign@@GLIBC_2.0
   669: 000ff950   167 FUNC    GLOBAL DEFAULT   13 inet6_opt_finish@@GLIBC_2.5
   670: 000af210    97 FUNC    GLOBAL DEFAULT   13 __nanosleep@@GLIBC_2.2.6
   671: 0002baa0    62 FUNC    GLOBAL DEFAULT   13 setjmp@@GLIBC_2.0
   672: 0002b410   193 FUNC    WEAK   DEFAULT   13 modff@@GLIBC_2.0
   673: 000e8ae0   152 FUNC    WEAK   DEFAULT   13 iswlower@@GLIBC_2.0
   674: 000db490   101 FUNC    WEAK   DEFAULT   13 __poll@@GLIBC_2.1
   675: 00024ea0    35 FUNC    GLOBAL DEFAULT   13 isspace@@GLIBC_2.0
   676: 000315c0    41 FUNC    GLOBAL DEFAULT   13 strtod@@GLIBC_2.0
   677: 0005ad90    88 FUNC    GLOBAL DEFAULT   13 tmpnam_r@@GLIBC_2.0
   678: 000f4f90    53 FUNC    GLOBAL DEFAULT   13 __confstr_chk@@GLIBC_2.4
   679: 000dc830   181 FUNC    GLOBAL DEFAULT   13 fallocate@@GLIBC_2.10
   680: 000e9870   138 FUNC    GLOBAL DEFAULT   13 __wctype_l@@GLIBC_2.1
   681: 0011a090    25 FUNC    GLOBAL DEFAULT   13 setutxent@@GLIBC_2.1
   682: 00060340   385 FUNC    GLOBAL DEFAULT   13 fgetws@@GLIBC_2.2
   683: 00092810    43 FUNC    GLOBAL DEFAULT   13 __wcstoll_l@@GLIBC_2.1
   684: 00025070    23 FUNC    GLOBAL DEFAULT   13 __isalpha_l@@GLIBC_2.1
   685: 00031560    41 FUNC    GLOBAL DEFAULT   13 strtof@@GLIBC_2.0
   686: 000e93d0   119 FUNC    WEAK   DEFAULT   13 iswdigit_l@@GLIBC_2.3
   687: 000f4650   278 FUNC    GLOBAL DEFAULT   13 __wcsncat_chk@@GLIBC_2.4
   688: 000e6fb0   165 FUNC    GLOBAL DEFAULT   13 __libc_msgsnd@@GLIBC_PRIVATE
   689: 0009fd90    38 FUNC    GLOBAL DEFAULT   13 gmtime@@GLIBC_2.0
   690: 00024900   100 FUNC    GLOBAL DEFAULT   13 __uselocale@@GLIBC_2.3
   691: 00023f90    25 FUNC    WEAK   DEFAULT   13 __ctype_get_mb_cur_max@@GLIBC_2.0
   692: 00076560    17 FUNC    GLOBAL DEFAULT   13 ffs@@GLIBC_2.0
   693: 000e9450   122 FUNC    GLOBAL DEFAULT   13 __iswlower_l@@GLIBC_2.1
   694: 001076f0    55 FUNC    GLOBAL DEFAULT   13 xdr_opaque_auth@@GLIBC_2.0
   695: 0002b6e0   339 FUNC    WEAK   DEFAULT   13 modfl@@GLIBC_2.0
   696: 000791d0   255 FUNC    GLOBAL DEFAULT   13 envz_add@@GLIBC_2.0
   697: 000eb560   649 FUNC    GLOBAL DEFAULT   13 putsgent@@GLIBC_2.10
   698: 00075b10   233 FUNC    GLOBAL DEFAULT   13 strtok@@GLIBC_2.0
   699: 0005d8e0    35 FUNC    GLOBAL DEFAULT   13 _IO_fopen@@GLIBC_2.1
   700: 00119a30    50 FUNC    WEAK   DEFAULT   13 getpt@@GLIBC_2.1
   701: 000ae3f0   163 FUNC    GLOBAL DEFAULT   13 endpwent@@GLIBC_2.0
   702: 0011d4e0   140 FUNC    GLOBAL DEFAULT   13 _IO_fopen@GLIBC_2.0
   703: 0007cce0    37 FUNC    GLOBAL DEFAULT   13 __strstr_cg@@GLIBC_2.1.1
   704: 0002fc70    45 FUNC    WEAK   DEFAULT   13 strtol@@GLIBC_2.0
   705: 0002ccf0   144 FUNC    WEAK   DEFAULT   13 sigqueue@@GLIBC_2.1
   706: 000d93f0   263 FUNC    GLOBAL DEFAULT   13 fts_close@@GLIBC_2.0
   707: 000d5dc0    42 FUNC    WEAK   DEFAULT   13 isatty@@GLIBC_2.0
   708: 000d5740    38 FUNC    GLOBAL DEFAULT   13 lchown@@GLIBC_2.0
   709: 000dee20    97 FUNC    WEAK   DEFAULT   13 setmntent@@GLIBC_2.0
   710: 000fbf00   117 FUNC    GLOBAL DEFAULT   13 endnetgrent@@GLIBC_2.0
   711: 000e1170    78 FUNC    WEAK   DEFAULT   13 mmap@@GLIBC_2.0
   712: 000689b0    78 FUNC    GLOBAL DEFAULT   13 _IO_file_read@@GLIBC_2.0
   713: 0011c200    66 FUNC    GLOBAL DEFAULT   13 __register_frame@@GLIBC_2.0
   714: 000adde0   180 FUNC    WEAK   DEFAULT   13 getpw@@GLIBC_2.0
   715: 000ff6b0   284 FUNC    GLOBAL DEFAULT   13 setsourcefilter@@GLIBC_2.3.4
   716: 00000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_PRIVATE
   717: 000eaba0   480 FUNC    WEAK   DEFAULT   13 fgetspent_r@@GLIBC_2.0
   718: 000ca8d0    24 FUNC    WEAK   DEFAULT   13 sched_yield@@GLIBC_2.0
   719: 000b4120    25 FUNC    WEAK   DEFAULT   13 glob_pattern_p@@GLIBC_2.0
   720: 0002fd30    45 FUNC    WEAK   DEFAULT   13 strtoq@@GLIBC_2.0
   721: 0007d2d0    72 FUNC    GLOBAL DEFAULT   13 __strsep_1c@@GLIBC_2.1.1
   722: 000f24b0    66 FUNC    GLOBAL DEFAULT   13 __clock_getcpuclockid@@GLIBC_PRIVATE
   723: 0009d7b0   106 FUNC    WEAK   DEFAULT   13 wcsncasecmp@@GLIBC_2.1
   724: 0009fd20    46 FUNC    GLOBAL DEFAULT   13 ctime_r@@GLIBC_2.0
   725: 000ad4f0   601 FUNC    GLOBAL DEFAULT   13 getgrnam_r@@GLIBC_2.1.2
   726: 0011f5f0    65 FUNC    GLOBAL DEFAULT   13 getgrnam_r@GLIBC_2.0
   727: 0002e5e0   141 FUNC    WEAK   DEFAULT   13 clearenv@@GLIBC_2.0
   728: 00112f90     5 FUNC    GLOBAL DEFAULT   13 xdr_u_quad_t@@GLIBC_2.3.4
   729: 000e9870   138 FUNC    WEAK   DEFAULT   13 wctype_l@@GLIBC_2.3
   730: 000d3e00    71 FUNC    WEAK   DEFAULT   13 fstatvfs@@GLIBC_2.1
   731: 0002c190   107 FUNC    WEAK   DEFAULT   13 sigblock@@GLIBC_2.0
   732: 000e6ef0    39 FUNC    GLOBAL DEFAULT   13 __libc_sa_len@@GLIBC_2.1
   733: 001b39dc     4 OBJECT  GLOBAL DEFAULT   33 __key_encryptsession_pk_LOCAL@@GLIBC_2.1
   734: 000f1850    65 FUNC    GLOBAL DEFAULT   13 pthread_attr_setscope@@GLIBC_2.0
   735: 000e9750   122 FUNC    WEAK   DEFAULT   13 iswxdigit_l@@GLIBC_2.3
   736: 00064820   163 FUNC    WEAK   DEFAULT   13 feof@@GLIBC_2.0
   737: 00111f10    26 FUNC    GLOBAL DEFAULT   13 svcudp_create@@GLIBC_2.0
   738: 000785a0   351 FUNC    WEAK   DEFAULT   13 strchrnul@@GLIBC_2.1.1
   739: 000de500    32 FUNC    WEAK   DEFAULT   13 swapoff@@GLIBC_2.0
   740: 000e0e30    27 FUNC    GLOBAL DEFAULT   13 syslog@@GLIBC_2.0
   741: 001b03cc     4 OBJECT  GLOBAL DEFAULT   32 __ctype_tolower@GLIBC_2.0
   742: 000d2db0     3 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_destroy@@GLIBC_2.2
   743: 000307b0    30 FUNC    GLOBAL DEFAULT   13 __strtoul_l@@GLIBC_2.1
   744: 0011e1a0   277 FUNC    GLOBAL DEFAULT   13 fsetpos@GLIBC_2.0
   745: 000d45a0   298 FUNC    WEAK   DEFAULT   13 eaccess@@GLIBC_2.4
   746: 0005de80   334 FUNC    GLOBAL DEFAULT   13 fsetpos@@GLIBC_2.2
   747: 000f4360   108 FUNC    GLOBAL DEFAULT   13 __fread_unlocked_chk@@GLIBC_2.7
   748: 000d2940   157 FUNC    WEAK   DEFAULT   13 pread64@@GLIBC_2.1
   749: 000ff130    25 FUNC    GLOBAL DEFAULT   13 inet6_option_alloc@@GLIBC_2.3.3
   750: 000a2c90    77 FUNC    GLOBAL DEFAULT   13 dysize@@GLIBC_2.0
   751: 000d5e60    36 FUNC    WEAK   DEFAULT   13 symlink@@GLIBC_2.0
   752: 001b0e80    80 OBJECT  GLOBAL DEFAULT   32 _IO_stdout_@@GLIBC_2.0
   753: 000e9a30   147 FUNC    GLOBAL DEFAULT   13 getspent@@GLIBC_2.0
   754: 000617b0    55 FUNC    GLOBAL DEFAULT   13 _IO_wdefault_uflow@@GLIBC_2.2
   755: 000f15d0    65 FUNC    GLOBAL DEFAULT   13 pthread_attr_setdetachstate@@GLIBC_2.0
   756: 000e3e70    44 FUNC    GLOBAL DEFAULT   13 fgetxattr@@GLIBC_2.3
   757: 0002f410   238 FUNC    WEAK   DEFAULT   13 srandom_r@@GLIBC_2.0
   758: 000dfa10    36 FUNC    WEAK   DEFAULT   13 truncate@@GLIBC_2.0
   759: 00024e40    35 FUNC    GLOBAL DEFAULT   13 isprint@@GLIBC_2.0
   760: 00070bc0   822 FUNC    GLOBAL DEFAULT   13 __libc_calloc@@GLIBC_2.0
   761: 000db5d0    57 FUNC    GLOBAL DEFAULT   13 posix_fadvise@@GLIBC_2.2
   762: 000768d0   101 FUNC    WEAK   DEFAULT   13 memccpy@@GLIBC_2.0
   763: 000e3d30   280 FUNC    GLOBAL DEFAULT   13 getloadavg@@GLIBC_2.2
   764: 000af7a0   338 FUNC    GLOBAL DEFAULT   13 execle@@GLIBC_2.0
   765: 000a6180    47 FUNC    GLOBAL DEFAULT   13 wcsftime@@GLIBC_2.2
   766: 000e87b0    20 FUNC    GLOBAL DEFAULT   13 __fentry__@@GLIBC_2.13
   767: 00112600     6 FUNC    GLOBAL DEFAULT   13 xdr_void@@GLIBC_2.0
   768: 0002ed70    23 FUNC    GLOBAL DEFAULT   13 ldiv@@GLIBC_2.0
   769: 001041f0   226 FUNC    GLOBAL DEFAULT   13 __nss_configure_lookup@@GLIBC_2.0
   770: 000dca10    90 FUNC    GLOBAL DEFAULT   13 cfsetispeed@@GLIBC_2.0
   771: 000e66a0   118 FUNC    WEAK   DEFAULT   13 __recv@@GLIBC_PRIVATE
   772: 000f93c0    33 FUNC    GLOBAL DEFAULT   13 ether_ntoa@@GLIBC_2.0
   773: 00109f30    99 FUNC    GLOBAL DEFAULT   13 xdr_key_netstarg@@GLIBC_2.0
   774: 000e60a0   113 FUNC    GLOBAL DEFAULT   13 tee@@GLIBC_2.5
   775: 00064ea0   258 FUNC    WEAK   DEFAULT   13 fgetc@@GLIBC_2.0
   776: 00046b50   279 FUNC    GLOBAL DEFAULT   13 parse_printf_format@@GLIBC_2.0
   777: 00077b90   229 FUNC    GLOBAL DEFAULT   13 strfry@@GLIBC_2.0
   778: 0005faa0   170 FUNC    GLOBAL DEFAULT   13 _IO_vsprintf@@GLIBC_2.0
   779: 000de1c0    46 FUNC    GLOBAL DEFAULT   13 reboot@@GLIBC_2.0
   780: 000fcb40   471 FUNC    GLOBAL DEFAULT   13 getaliasbyname_r@@GLIBC_2.1.2
   781: 00122370    65 FUNC    GLOBAL DEFAULT   13 getaliasbyname_r@GLIBC_2.0
   782: 0002f800    45 FUNC    GLOBAL DEFAULT   13 jrand48@@GLIBC_2.0
   783: 000afaa0   331 FUNC    GLOBAL DEFAULT   13 execlp@@GLIBC_2.0
   784: 000f6b40   943 FUNC    GLOBAL DEFAULT   13 gethostbyname_r@@GLIBC_2.1.2
   785: 00122030    69 FUNC    GLOBAL DEFAULT   13 gethostbyname_r@GLIBC_2.0
   786: 0009e760    44 FUNC    GLOBAL DEFAULT   13 c16rtomb@@GLIBC_2.16
   787: 00077b50    63 FUNC    GLOBAL DEFAULT   13 swab@@GLIBC_2.0
   788: 0005b590    45 FUNC    GLOBAL DEFAULT   13 _IO_funlockfile@@GLIBC_2.0
   789: 0005b4e0    64 FUNC    GLOBAL DEFAULT   13 _IO_flockfile@@GLIBC_2.0
   790: 0007d320    90 FUNC    GLOBAL DEFAULT   13 __strsep_2c@@GLIBC_2.1.1
   791: 000ab320   103 FUNC    GLOBAL DEFAULT   13 seekdir@@GLIBC_2.0
   792: 000de520    50 FUNC    GLOBAL DEFAULT   13 __mktemp@@GLIBC_PRIVATE
   793: 00025020    14 FUNC    WEAK   DEFAULT   13 __isascii_l@@GLIBC_2.1
   794: 00025030    19 FUNC    WEAK   DEFAULT   13 isblank_l@@GLIBC_2.3
   795: 0011f530    31 FUNC    GLOBAL DEFAULT   13 alphasort64@GLIBC_2.1
   796: 001102c0    32 FUNC    GLOBAL DEFAULT   13 pmap_getport@@GLIBC_2.0
   797: 000abb10    31 FUNC    GLOBAL DEFAULT   13 alphasort64@@GLIBC_2.2
   798: 0003cca0    98 FUNC    WEAK   DEFAULT   13 makecontext@@GLIBC_2.1
   799: 000de140    90 FUNC    GLOBAL DEFAULT   13 fdatasync@@GLIBC_2.0
   800: 00046a40   219 FUNC    WEAK   DEFAULT   13 register_printf_specifier@@GLIBC_2.10
   801: 0010aa00   518 FUNC    GLOBAL DEFAULT   13 authdes_getucred@@GLIBC_2.1
   802: 000dfa70    46 FUNC    GLOBAL DEFAULT   13 truncate64@@GLIBC_2.1
   803: 00025130    22 FUNC    GLOBAL DEFAULT   13 __ispunct_l@@GLIBC_2.1
   804: 000e94d0   122 FUNC    GLOBAL DEFAULT   13 __iswgraph_l@@GLIBC_2.1
   805: 0003cb70    26 FUNC    GLOBAL DEFAULT   13 strtoumax@@GLIBC_2.1
   806: 000eea30   454 FUNC    WEAK   DEFAULT   13 argp_failure@@GLIBC_2.1
   807: 00076790    66 IFUNC   GLOBAL DEFAULT   13 __strcasecmp@@GLIBC_2.0
   808: 0005d630   385 FUNC    WEAK   DEFAULT   13 fgets@@GLIBC_2.0
   809: 00054c30    39 FUNC    GLOBAL DEFAULT   13 __vfscanf@@GLIBC_2.0
   810: 000d4400    81 FUNC    GLOBAL DEFAULT   13 __openat64_2@@GLIBC_2.7
   811: 000e9090    85 FUNC    GLOBAL DEFAULT   13 __iswctype@@GLIBC_2.0
   812: 00122110    62 FUNC    GLOBAL DEFAULT   13 getnetent_r@GLIBC_2.0
   813: 000d2e40    34 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_setflags@@GLIBC_2.2
   814: 000f7920   193 FUNC    GLOBAL DEFAULT   13 getnetent_r@@GLIBC_2.1.2
   815: 000f2610   138 FUNC    WEAK   DEFAULT   13 clock_nanosleep@@GLIBC_2.17
   816: 001214d0    38 FUNC    GLOBAL DEFAULT   13 sched_setaffinity@GLIBC_2.3.3
   817: 000ca9e0    46 FUNC    GLOBAL DEFAULT   13 sched_setaffinity@@GLIBC_2.3.4
   818: 00065740    38 FUNC    WEAK   DEFAULT   13 vscanf@@GLIBC_2.0
   819: 000ae0b0   326 FUNC    GLOBAL DEFAULT   13 getpwnam@@GLIBC_2.0
   820: 000ff0a0   135 FUNC    GLOBAL DEFAULT   13 inet6_option_append@@GLIBC_2.3.3
   821: 000b00c0    13 FUNC    WEAK   DEFAULT   13 getppid@@GLIBC_2.0
   822: 00070bc0   822 FUNC    WEAK   DEFAULT   13 calloc@@GLIBC_2.0
   823: 0002fd60    47 FUNC    GLOBAL DEFAULT   13 __strtouq_internal@GLIBC_2.0
   824: 00062080    42 FUNC    GLOBAL DEFAULT   13 _IO_unsave_wmarkers@@GLIBC_2.2
   825: 0015c9f4    18 OBJECT  GLOBAL DEFAULT   16 _nl_default_dirname@@GLIBC_2.0
   826: 00117600    56 FUNC    GLOBAL DEFAULT   13 getmsg@@GLIBC_2.1
   827: 0011a3b0   755 FUNC    GLOBAL DEFAULT   13 _dl_addr@@GLIBC_PRIVATE
   828: 000e12a0   101 FUNC    WEAK   DEFAULT   13 msync@@GLIBC_2.0
   829: 0005b4b0    44 FUNC    GLOBAL DEFAULT   13 renameat@@GLIBC_2.4
   830: 0006aa90    39 FUNC    GLOBAL DEFAULT   13 _IO_init@@GLIBC_2.0
   831: 0002b370    16 FUNC    GLOBAL DEFAULT   13 __signbit@@GLIBC_2.1
   832: 000dbc70    76 FUNC    GLOBAL DEFAULT   13 futimens@@GLIBC_2.6
   833: 0009fc70    18 FUNC    WEAK   DEFAULT   13 asctime_r@@GLIBC_2.0
   834: 000748c0    57 IFUNC   GLOBAL DEFAULT   13 strlen@@GLIBC_2.0
   835: 00024830   201 FUNC    WEAK   DEFAULT   13 freelocale@@GLIBC_2.3
   836: 000f4770    53 FUNC    GLOBAL DEFAULT   13 __wmemset_chk@@GLIBC_2.4
   837: 0002f100   142 FUNC    WEAK   DEFAULT   13 initstate@@GLIBC_2.0
