parmy@fedora:~$ readelf -Ws libc-2.23.so

Symbol table '.dynsym' contains 2415 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   273: 0010ae00   326 FUNC    GLOBAL DEFAULT   13 getrpcbynumber@@GLIBC_2.0
   274: 000b0e70  1893 FUNC    GLOBAL DEFAULT   13 __sysconf@@GLIBC_2.2
   275: 000787a0    60 FUNC    WEAK   DEFAULT   13 argz_count@@GLIBC_2.0
   276: 000745f0    68 FUNC    GLOBAL DEFAULT   13 __strdup@@GLIBC_2.0
   277: 000f40a0    62 FUNC    GLOBAL DEFAULT   13 __readlink_chk@@GLIBC_2.4
   278: 00048380   379 FUNC    WEAK   DEFAULT   13 register_printf_modifier@@GLIBC_2.10
   279: 00102570    31 FUNC    GLOBAL DEFAULT   13 __res_ninit@@GLIBC_2.2
   280: 000ddb80   135 FUNC    WEAK   DEFAULT   13 setregid@@GLIBC_2.0
   281: 000dce30   139 FUNC    WEAK   DEFAULT   13 tcdrain@@GLIBC_2.0
   282: 000ff3c0   263 FUNC    GLOBAL DEFAULT   13 setipv4sourcefilter@@GLIBC_2.3.4
   283: 00091880    44 FUNC    GLOBAL DEFAULT   13 wcstold@@GLIBC_2.0
   284: 000dcf90    45 FUNC    GLOBAL DEFAULT   13 cfmakeraw@@GLIBC_2.0
   285: 0005a980   274 FUNC    GLOBAL DEFAULT   13 perror@@GLIBC_2.0
   286: 000e72f0    78 FUNC    GLOBAL DEFAULT   13 shmat@@GLIBC_2.0
   287: 0005ed80   803 FUNC    GLOBAL DEFAULT   13 _IO_proc_open@@GLIBC_2.1
   288: 000dd650   171 FUNC    GLOBAL DEFAULT   13 __sbrk@@GLIBC_2.0
   289: 0011daa0   707 FUNC    GLOBAL DEFAULT   13 _IO_proc_open@GLIBC_2.0
   290: 0006bae0    38 FUNC    GLOBAL DEFAULT   13 _IO_str_pbackfail@@GLIBC_2.0
   291: 001b0bdc     8 OBJECT  GLOBAL DEFAULT   32 __tzname@@GLIBC_2.0
   292: 0003b0c0   102 FUNC    GLOBAL DEFAULT   13 rpmatch@@GLIBC_2.0
   293: 00117cc0    38 FUNC    GLOBAL DEFAULT   13 __getlogin_r_chk@@GLIBC_2.4
   294: 0005b9c0    28 FUNC    GLOBAL DEFAULT   13 __isoc99_sscanf@@GLIBC_2.7
   295: 000d3e50    76 FUNC    WEAK   DEFAULT   13 statvfs64@@GLIBC_2.1
   296: 001b0be4     4 OBJECT  GLOBAL DEFAULT   32 __progname@@GLIBC_2.0
   297: 00071c80   119 FUNC    WEAK   DEFAULT   13 pvalloc@@GLIBC_2.0
   298: 00110130   396 FUNC    GLOBAL DEFAULT   13 __libc_rpc_getport@@GLIBC_PRIVATE
   299: 00025760    43 FUNC    WEAK   DEFAULT   13 dcgettext@@GLIBC_2.0
   300: 00049010    28 FUNC    WEAK   DEFAULT   13 _IO_fprintf@@GLIBC_2.0
   301: 00063a30   608 FUNC    GLOBAL DEFAULT   13 _IO_wfile_overflow@@GLIBC_2.2
   302: 00108420   453 FUNC    GLOBAL DEFAULT   13 registerrpc@@GLIBC_2.0
   303: 00091750    48 FUNC    WEAK   DEFAULT   13 wcstoll@@GLIBC_2.1
   304: 000d2e80    14 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_setpgroup@@GLIBC_2.2
   305: 001b1dbc     4 OBJECT  WEAK   DEFAULT   33 _environ@@GLIBC_2.0
   306: 000e1e70   469 FUNC    WEAK   DEFAULT   13 qecvt_r@@GLIBC_2.0
   307: 000e1870   469 FUNC    WEAK   DEFAULT   13 ecvt_r@@GLIBC_2.0
   308: 0011ef00    44 FUNC    GLOBAL DEFAULT   13 _IO_do_write@GLIBC_2.0
   309: 000694e0    44 FUNC    GLOBAL DEFAULT   13 _IO_do_write@@GLIBC_2.1
   310: 0011a0f0    29 FUNC    GLOBAL DEFAULT   13 getutxid@@GLIBC_2.1
   311: 0008fce0    49 FUNC    WEAK   DEFAULT   13 wcscat@@GLIBC_2.0
   312: 0006a0c0   113 FUNC    GLOBAL DEFAULT   13 _IO_switch_to_get_mode@@GLIBC_2.0
   313: 000f5820    26 FUNC    GLOBAL DEFAULT   13 __fdelt_warn@@GLIBC_2.15
   314: 00090af0   441 FUNC    WEAK   DEFAULT   13 wcrtomb@@GLIBC_2.0
   315: 001b39e0     4 OBJECT  GLOBAL DEFAULT   33 __key_gendes_LOCAL@@GLIBC_2.1
   316: 000dc780   173 FUNC    GLOBAL DEFAULT   13 sync_file_range@@GLIBC_2.6
   317: 0002b610    16 FUNC    GLOBAL DEFAULT   13 __signbitf@@GLIBC_2.1
   318: 001b1920     4 OBJECT  GLOBAL DEFAULT   33 _obstack@GLIBC_2.0
   319: 000f71b0   386 FUNC    GLOBAL DEFAULT   13 getnetbyaddr@@GLIBC_2.0
   320: 000e64e0   110 FUNC    WEAK   DEFAULT   13 connect@@GLIBC_2.0
   321: 000900c0    62 FUNC    GLOBAL DEFAULT   13 wcspbrk@@GLIBC_2.0
   322: 0002b060    36 FUNC    GLOBAL DEFAULT   13 __isnan@@GLIBC_2.0
   323: 00000008     4 TLS     GLOBAL DEFAULT   23 errno@@GLIBC_PRIVATE
   324: 000d41d0    71 FUNC    GLOBAL DEFAULT   13 __open64_2@@GLIBC_2.7
   325: 0002bb20    81 FUNC    WEAK   DEFAULT   13 _longjmp@@GLIBC_2.0
   326: 0007cb90    38 FUNC    GLOBAL DEFAULT   13 __strcspn_cg@@GLIBC_2.1.1
   327: 00079180    70 FUNC    GLOBAL DEFAULT   13 envz_remove@@GLIBC_2.0
   328: 00026ec0    41 FUNC    WEAK   DEFAULT   13 ngettext@@GLIBC_2.2
   329: 0002b570   149 FUNC    WEAK   DEFAULT   13 ldexpf@@GLIBC_2.0
   330: 00064980    51 FUNC    WEAK   DEFAULT   13 fileno_unlocked@@GLIBC_2.0
   331: 001b3768     4 OBJECT  GLOBAL DEFAULT   33 error_print_progname@@GLIBC_2.0
   332: 0002b970    16 FUNC    GLOBAL DEFAULT   13 __signbitl@@GLIBC_2.1
   333: 001570a8    16 OBJECT  WEAK   DEFAULT   16 in6addr_any@@GLIBC_2.1
   334: 000df8a0   132 FUNC    GLOBAL DEFAULT   13 lutimes@@GLIBC_2.3
   335: 000766a0    66 IFUNC   WEAK   DEFAULT   13 stpncpy@@GLIBC_2.0
   336: 000e13e0    36 FUNC    GLOBAL DEFAULT   13 munlock@@GLIBC_2.0
   337: 000dfaa0    46 FUNC    WEAK   DEFAULT   13 ftruncate64@@GLIBC_2.1
   338: 000ae200   326 FUNC    GLOBAL DEFAULT   13 getpwuid@@GLIBC_2.0
   339: 0011a1e0   458 FUNC    WEAK   DEFAULT   13 dl_iterate_phdr@@GLIBC_2.2.4
   340: 0010fbc0    95 FUNC    GLOBAL DEFAULT   13 key_get_conv@@GLIBC_2.1
   341: 00104640   161 FUNC    GLOBAL DEFAULT   13 __nss_disable_nscd@@GLIBC_PRIVATE
   342: 000ae4a0   176 FUNC    GLOBAL DEFAULT   13 getpwent_r@@GLIBC_2.1.2
   343: 000db300    51 FUNC    GLOBAL DEFAULT   13 fts64_set@@GLIBC_2.23
   344: 000e11c0   113 FUNC    WEAK   DEFAULT   13 mmap64@@GLIBC_2.1
   345: 000dbbc0    44 FUNC    GLOBAL DEFAULT   13 sendfile@@GLIBC_2.1
   346: 0011f640    38 FUNC    GLOBAL DEFAULT   13 getpwent_r@GLIBC_2.0
   347: 000ffbe0    94 FUNC    GLOBAL DEFAULT   13 inet6_rth_init@@GLIBC_2.5
   348: 0002b8d0   146 FUNC    WEAK   DEFAULT   13 ldexpl@@GLIBC_2.0
   349: 000ffa40   136 FUNC    GLOBAL DEFAULT   13 inet6_opt_next@@GLIBC_2.5
   350: 0002ca50    78 FUNC    GLOBAL DEFAULT   13 __libc_allocate_rtsig_private@@GLIBC_PRIVATE
   351: 00060a00   201 FUNC    GLOBAL DEFAULT   13 ungetwc@@GLIBC_2.2
   352: 001093e0   179 FUNC    GLOBAL DEFAULT   13 ecb_crypt@@GLIBC_2.1
   353: 0009b270    39 FUNC    GLOBAL DEFAULT   13 __wcstof_l@@GLIBC_2.1
   354: 000ab3f0    31 FUNC    GLOBAL DEFAULT   13 versionsort@@GLIBC_2.1
   355: 00112890     5 FUNC    GLOBAL DEFAULT   13 xdr_longlong_t@@GLIBC_2.1.1
   356: 000e2790    70 FUNC    WEAK   DEFAULT   13 tfind@@GLIBC_2.0
   357: 00049030    42 FUNC    GLOBAL DEFAULT   13 _IO_printf@@GLIBC_2.0
   358: 00078990    85 FUNC    GLOBAL DEFAULT   13 __argz_next@@GLIBC_2.0
   359: 00090410    41 FUNC    WEAK   DEFAULT   13 wmemcpy@@GLIBC_2.0
   360: 000e6db0   157 FUNC    GLOBAL DEFAULT   13 recvmmsg@@GLIBC_2.12
   361: 000d3ca0    77 FUNC    GLOBAL DEFAULT   13 __fxstatat64@@GLIBC_2.4
   362: 000d2d80    44 FUNC    GLOBAL DEFAULT   13 posix_spawnattr_init@@GLIBC_2.2
   363: 0002c5d0    31 FUNC    GLOBAL DEFAULT   13 __sigismember@@GLIBC_2.0
   364: 0007c680    46 FUNC    GLOBAL DEFAULT   13 __memcpy_by2@@GLIBC_2.1.1
   365: 000db340   335 FUNC    GLOBAL DEFAULT   13 fts64_children@@GLIBC_2.23
   366: 000d5620   178 FUNC    GLOBAL DEFAULT   13 get_current_dir_name@@GLIBC_2.0
   367: 000e7220   124 FUNC    GLOBAL DEFAULT   13 semctl@@GLIBC_2.2
   368: 00121c50   116 FUNC    GLOBAL DEFAULT   13 semctl@GLIBC_2.0
   369: 00067140    49 FUNC    GLOBAL DEFAULT   13 fputc_unlocked@@GLIBC_2.0
   370: 000e3080    26 FUNC    GLOBAL DEFAULT   13 verr@@GLIBC_2.0
   371: 0007c650    35 FUNC    GLOBAL DEFAULT   13 __memcpy_by4@@GLIBC_2.1.1
   372: 00090cb0    60 FUNC    WEAK   DEFAULT   13 mbsrtowcs@@GLIBC_2.0
   373: 000f7c60   326 FUNC    GLOBAL DEFAULT   13 getprotobynumber@@GLIBC_2.0
   374: 000eb3a0   440 FUNC    GLOBAL DEFAULT   13 fgetsgent@@GLIBC_2.10
   375: 00109040   212 FUNC    GLOBAL DEFAULT   13 getsecretkey@@GLIBC_2.0
   376: 001053b0   117 FUNC    GLOBAL DEFAULT   13 __nss_services_lookup2@@GLIBC_PRIVATE
   377: 000d5f40    38 FUNC    GLOBAL DEFAULT   13 unlinkat@@GLIBC_2.4
   378: 00141a70    47 FUNC    GLOBAL DEFAULT   15 __libc_thread_freeres@@GLIBC_PRIVATE
   379: 00025050    22 FUNC    WEAK   DEFAULT   13 isalnum_l@@GLIBC_2.3
   380: 001091c0    61 FUNC    GLOBAL DEFAULT   13 xdr_authdes_verf@@GLIBC_2.1
   381: 001b05a0   152 OBJECT  GLOBAL DEFAULT   32 _IO_2_1_stdin_@@GLIBC_2.1
   382: 000f5820    26 FUNC    GLOBAL DEFAULT   13 __fdelt_chk@@GLIBC_2.15
   383: 00031530    43 FUNC    GLOBAL DEFAULT   13 __strtof_internal@@GLIBC_2.0
   384: 000aafe0   108 FUNC    WEAK   DEFAULT   13 closedir@@GLIBC_2.0
   385: 000ac990   222 FUNC    GLOBAL DEFAULT   13 initgroups@@GLIBC_2.0
   386: 000f5c70    79 FUNC    GLOBAL DEFAULT   13 inet_ntoa@@GLIBC_2.0
   387: 0009b270    39 FUNC    WEAK   DEFAULT   13 wcstof_l@@GLIBC_2.3
   388: 00024830   201 FUNC    GLOBAL DEFAULT   13 __freelocale@@GLIBC_2.1
   389: 0011f710  7519 FUNC    GLOBAL DEFAULT   13 glob64@GLIBC_2.1
   390: 000f4a30   271 FUNC    GLOBAL DEFAULT   13 __fwprintf_chk@@GLIBC_2.4
   391: 00106f20   220 FUNC    GLOBAL DEFAULT   13 pmap_rmtcall@@GLIBC_2.0
   392: 000b5470  7519 FUNC    GLOBAL DEFAULT   13 glob64@@GLIBC_2.2
   393: 00065270   270 FUNC    WEAK   DEFAULT   13 putc@@GLIBC_2.0
   394: 000af210    97 FUNC    WEAK   DEFAULT   13 nanosleep@@GLIBC_2.0
   395: 000ea3e0   147 FUNC    GLOBAL DEFAULT   13 setspent@@GLIBC_2.0
   396: 000d4dc0    32 FUNC    WEAK   DEFAULT   13 fchdir@@GLIBC_2.0
   397: 001129b0    52 FUNC    GLOBAL DEFAULT   13 xdr_char@@GLIBC_2.0
   398: 000f2fb0    84 IFUNC   GLOBAL DEFAULT   13 __mempcpy_chk@@GLIBC_2.3.4
   399: 0005db10   231 FUNC    GLOBAL DEFAULT   13 fopencookie@@GLIBC_2.2
   400: 0011d490    68 FUNC    GLOBAL DEFAULT   13 fopencookie@GLIBC_2.0
   401: 0002b030    41 FUNC    GLOBAL DEFAULT   13 __isinf@@GLIBC_2.0
   402: 00092810    43 FUNC    WEAK   DEFAULT   13 wcstoll_l@@GLIBC_2.3
   403: 0005b520    98 FUNC    WEAK   DEFAULT   13 ftrylockfile@@GLIBC_2.0
   404: 000fc7f0   163 FUNC    GLOBAL DEFAULT   13 endaliasent@@GLIBC_2.0
   405: 00025070    23 FUNC    WEAK   DEFAULT   13 isalpha_l@@GLIBC_2.3
   406: 00061590   395 FUNC    GLOBAL DEFAULT   13 _IO_wdefault_pbackfail@@GLIBC_2.2
   407: 00067120    13 FUNC    GLOBAL DEFAULT   13 feof_unlocked@@GLIBC_2.0
   408: 001055b0   122 FUNC    GLOBAL DEFAULT   13 __nss_passwd_lookup2@@GLIBC_PRIVATE
   409: 00024f90    31 FUNC    GLOBAL DEFAULT   13 isblank@@GLIBC_2.0
   410: 000e0350    63 FUNC    GLOBAL DEFAULT   13 getusershell@@GLIBC_2.0
   411: 00110840    84 FUNC    GLOBAL DEFAULT   13 svc_sendreply@@GLIBC_2.0
   412: 00024900   100 FUNC    WEAK   DEFAULT   13 uselocale@@GLIBC_2.3
   413: 000c8dc0    50 FUNC    WEAK   DEFAULT   13 re_search_2@@GLIBC_2.0
   414: 000acba0   326 FUNC    GLOBAL DEFAULT   13 getgrgid@@GLIBC_2.0
   415: 0002c530   159 FUNC    GLOBAL DEFAULT   13 siginterrupt@@GLIBC_2.0
   416: 000e5cb0   113 FUNC    GLOBAL DEFAULT   13 epoll_wait@@GLIBC_2.3.2
   417: 0005ff00   301 FUNC    GLOBAL DEFAULT   13 fputwc@@GLIBC_2.2
   418: 000e3380   217 FUNC    WEAK   DEFAULT   13 error@@GLIBC_2.0
   419: 000d3970    51 FUNC    GLOBAL DEFAULT   13 mkfifoat@@GLIBC_2.4
   420: 000e5d30    32 FUNC    GLOBAL DEFAULT   13 get_kernel_syms@GLIBC_2.0
   421: 00122570    38 FUNC    GLOBAL DEFAULT   13 getrpcent_r@GLIBC_2.0
   422: 0010b0a0   181 FUNC    GLOBAL DEFAULT   13 getrpcent_r@@GLIBC_2.1.2
   423: 0005dfd0   443 FUNC    WEAK   DEFAULT   13 ftell@@GLIBC_2.0
   424: 0005b5c0   258 FUNC    GLOBAL DEFAULT   13 __isoc99_scanf@@GLIBC_2.7
   425: 001b2f40   512 OBJECT  GLOBAL DEFAULT   33 _res@GLIBC_2.0
   426: 000f3f50    62 FUNC    GLOBAL DEFAULT   13 __read_chk@@GLIBC_2.4
   427: 00100fa0   739 FUNC    GLOBAL DEFAULT   13 inet_ntop@@GLIBC_2.0
   428: 0002bc90    68 FUNC    WEAK   DEFAULT   13 signal@@GLIBC_2.0
   429: 00074a90    66 IFUNC   GLOBAL DEFAULT   13 strncpy@@GLIBC_2.0
   430: 00102660    18 FUNC    GLOBAL DEFAULT   13 __res_nclose@@GLIBC_2.2
   431: 000f4ef0   153 FUNC    GLOBAL DEFAULT   13 __fgetws_unlocked_chk@@GLIBC_2.4
   432: 000dde80   111 FUNC    GLOBAL DEFAULT   13 getdomainname@@GLIBC_2.0
   433: 000e59f0    21 FUNC    WEAK   DEFAULT   13 personality@@GLIBC_2.0
   434: 0005f150   464 FUNC    WEAK   DEFAULT   13 puts@@GLIBC_2.0
   435: 000e96d0   122 FUNC    GLOBAL DEFAULT   13 __iswupper_l@@GLIBC_2.1
   436: 0002eec0    59 FUNC    GLOBAL DEFAULT   13 mbstowcs@@GLIBC_2.0
   437: 000f3340   164 FUNC    GLOBAL DEFAULT   13 __vsprintf_chk@@GLIBC_2.3.4
   438: 00023fb0  1702 FUNC    GLOBAL DEFAULT   13 __newlocale@@GLIBC_2.1
   439: 000dd500    63 FUNC    WEAK   DEFAULT   13 getpriority@@GLIBC_2.0
   440: 0003c0b0   258 FUNC    GLOBAL DEFAULT   13 getsubopt@@GLIBC_2.0
   441: 000af280   921 FUNC    WEAK   DEFAULT   13 fork@@GLIBC_2.0
   442: 000dcfc0   185 FUNC    GLOBAL DEFAULT   13 tcgetsid@@GLIBC_2.1
   443: 0005b3f0    35 FUNC    GLOBAL DEFAULT   13 putw@@GLIBC_2.0
   444: 000e53d0    38 FUNC    GLOBAL DEFAULT   13 ioperm@@GLIBC_2.0
   445: 000e3060    24 FUNC    GLOBAL DEFAULT   13 warnx@@GLIBC_2.0
   446: 0005f810   454 FUNC    GLOBAL DEFAULT   13 _IO_setvbuf@@GLIBC_2.0
   447: 001069e0   196 FUNC    GLOBAL DEFAULT   13 pmap_unset@@GLIBC_2.0
   448: 000e8d60   152 FUNC    WEAK   DEFAULT   13 iswspace@@GLIBC_2.0
   449: 0011a740    54 FUNC    GLOBAL DEFAULT   13 _dl_mcount_wrapper_check@@GLIBC_2.1
   450: 0002ebe0   181 FUNC    GLOBAL DEFAULT   13 __cxa_thread_atexit_impl@@GLIBC_2.18
   451: 001175e0    21 FUNC    GLOBAL DEFAULT   13 isastream@@GLIBC_2.1
   452: 00061050    41 FUNC    GLOBAL DEFAULT   13 vwscanf@@GLIBC_2.2
   453: 00060570   297 FUNC    GLOBAL DEFAULT   13 fputws@@GLIBC_2.2
   454: 0002bf30   132 FUNC    WEAK   DEFAULT   13 sigprocmask@@GLIBC_2.0
   455: 0006ab80    80 FUNC    GLOBAL DEFAULT   13 _IO_sputbackc@@GLIBC_2.0
   456: 000307b0    30 FUNC    WEAK   DEFAULT   13 strtoul_l@@GLIBC_2.3
   457: 0007cad0    26 FUNC    GLOBAL DEFAULT   13 __strchr_c@@GLIBC_2.1.1
   458: 000e3f70    38 FUNC    GLOBAL DEFAULT   13 listxattr@@GLIBC_2.3
   459: 00157098    16 OBJECT  WEAK   DEFAULT   16 in6addr_loopback@@GLIBC_2.1
   460: 000c8ac0    84 FUNC    WEAK   DEFAULT   13 regfree@@GLIBC_2.0
   461: 0002fb40    67 FUNC    WEAK   DEFAULT   13 lcong48_r@@GLIBC_2.0
   462: 000ca850    36 FUNC    WEAK   DEFAULT   13 sched_getparam@@GLIBC_2.0
   463: 000f5c40    42 FUNC    GLOBAL DEFAULT   13 inet_netof@@GLIBC_2.0
   464: 000257b0    20 FUNC    WEAK   DEFAULT   13 gettext@@GLIBC_2.0
   465: 00106440   591 FUNC    GLOBAL DEFAULT   13 callrpc@@GLIBC_2.0
   466: 000af050   165 FUNC    WEAK   DEFAULT   13 waitid@@GLIBC_2.1
   467: 0007caf0    28 FUNC    GLOBAL DEFAULT   13 __strchr_g@@GLIBC_2.1.1
   468: 000df930   132 FUNC    WEAK   DEFAULT   13 futimes@@GLIBC_2.3
   469: 00061f20   112 FUNC    GLOBAL DEFAULT   13 _IO_init_wmarker@@GLIBC_2.2
   470: 0002c690    92 FUNC    GLOBAL DEFAULT   13 sigfillset@@GLIBC_2.0
   471: 000de830    53 FUNC    GLOBAL DEFAULT   13 gtty@@GLIBC_2.0
   472: 000a0570   209 IFUNC   GLOBAL DEFAULT   13 time@@GLIBC_2.0
   473: 000e5b00    32 FUNC    WEAK   DEFAULT   13 ntp_adjtime@@GLIBC_2.1
   474: 000acb00   147 FUNC    GLOBAL DEFAULT   13 getgrent@@GLIBC_2.0
   475: 000702c0   337 FUNC    GLOBAL DEFAULT   13 __libc_malloc@@GLIBC_2.0
   476: 000f4590    53 FUNC    GLOBAL DEFAULT   13 __wcsncpy_chk@@GLIBC_2.4
   477: 000ab120   398 FUNC    WEAK   DEFAULT   13 readdir_r@@GLIBC_2.0
   478: 0002c9a0    99 FUNC    GLOBAL DEFAULT   13 sigorset@@GLIBC_2.0
   479: 0006b080    27 FUNC    GLOBAL DEFAULT   13 _IO_flush_all@@GLIBC_2.0
   480: 000ddaf0   135 FUNC    WEAK   DEFAULT   13 setreuid@@GLIBC_2.0
   481: 00054c30    39 FUNC    WEAK   DEFAULT   13 vfscanf@@GLIBC_2.0
   482: 00070bb0    16 FUNC    WEAK   DEFAULT   13 memalign@@GLIBC_2.0
   483: 0002f8c0    35 FUNC    GLOBAL DEFAULT   13 drand48_r@@GLIBC_2.0
   484: 000f7870   163 FUNC    GLOBAL DEFAULT   13 endnetent@@GLIBC_2.0
   485: 0011e2c0   277 FUNC    GLOBAL DEFAULT   13 fsetpos64@GLIBC_2.1
   486: 0005fdb0   334 FUNC    GLOBAL DEFAULT   13 fsetpos64@@GLIBC_2.2
   487: 000e2220   513 FUNC    WEAK   DEFAULT   13 hsearch_r@@GLIBC_2.0
   488: 000f58c0    24 FUNC    GLOBAL DEFAULT   13 __stack_chk_fail@@GLIBC_2.4
   489: 0009d760    77 FUNC    WEAK   DEFAULT   13 wcscasecmp@@GLIBC_2.1
   490: 00064820   163 FUNC    GLOBAL DEFAULT   13 _IO_feof@@GLIBC_2.0
   491: 0010f760    79 FUNC    GLOBAL DEFAULT   13 key_setsecret@@GLIBC_2.1
   492: 000e0ff0   379 FUNC    GLOBAL DEFAULT   13 daemon@@GLIBC_2.0
   493: 000d3a90   101 FUNC    GLOBAL DEFAULT   13 __lxstat@@GLIBC_2.0
   494: 001139a0   365 FUNC    GLOBAL DEFAULT   13 svc_run@@GLIBC_2.0
   495: 00061720   143 FUNC    GLOBAL DEFAULT   13 _IO_wdefault_finish@@GLIBC_2.2
   496: 000921e0    43 FUNC    GLOBAL DEFAULT   13 __wcstoul_l@@GLIBC_2.1
   497: 00121cd0    56 FUNC    GLOBAL DEFAULT   13 shmctl@GLIBC_2.0
   498: 000e73c0    56 FUNC    GLOBAL DEFAULT   13 shmctl@@GLIBC_2.2
   499: 000e5e00    36 FUNC    GLOBAL DEFAULT   13 inotify_rm_watch@@GLIBC_2.4
   500: 0005d340   270 FUNC    GLOBAL DEFAULT   13 _IO_fflush@@GLIBC_2.0
   501: 00112ec0     5 FUNC    GLOBAL DEFAULT   13 xdr_quad_t@@GLIBC_2.3.4
   502: 000d5f20    32 FUNC    WEAK   DEFAULT   13 unlink@@GLIBC_2.0
   503: 00090910   471 FUNC    GLOBAL DEFAULT   13 __mbrtowc@@GLIBC_2.0
   504: 00060db0   294 FUNC    GLOBAL DEFAULT   13 putchar@@GLIBC_2.0
   505: 001133e0    50 FUNC    GLOBAL DEFAULT   13 xdrmem_create@@GLIBC_2.0
   506: 000f1c40    61 FUNC    GLOBAL DEFAULT   13 pthread_mutex_lock@@GLIBC_2.0
   507: 000e6650    66 FUNC    GLOBAL DEFAULT   13 listen@@GLIBC_2.0
   508: 00067460   148 FUNC    WEAK   DEFAULT   13 fgets_unlocked@@GLIBC_2.1
   509: 000e9f50  1162 FUNC    GLOBAL DEFAULT   13 putspent@@GLIBC_2.0
   510: 00112ff0     2 FUNC    GLOBAL DEFAULT   13 xdr_int32_t@@GLIBC_2.1
   511: 000e7060   178 FUNC    WEAK   DEFAULT   13 msgrcv@@GLIBC_2.0
   512: 000fac70    91 FUNC    GLOBAL DEFAULT   13 __ivaliduser@@GLIBC_2.0
   513: 000e6820   118 FUNC    GLOBAL DEFAULT   13 __send@@GLIBC_2.0
   514: 000ddf20   125 FUNC    WEAK   DEFAULT   13 select@@GLIBC_2.0
   515: 0010ac10   147 FUNC    GLOBAL DEFAULT   13 getrpcent@@GLIBC_2.0
   516: 000e8c20   152 FUNC    WEAK   DEFAULT   13 iswprint@@GLIBC_2.0
   517: 000eb940   176 FUNC    GLOBAL DEFAULT   13 getsgent_r@@GLIBC_2.10
   518: 000e91d0   121 FUNC    GLOBAL DEFAULT   13 __iswalnum_l@@GLIBC_2.1
   519: 000d3ff0    36 FUNC    WEAK   DEFAULT   13 mkdir@@GLIBC_2.0
   520: 00025130    22 FUNC    WEAK   DEFAULT   13 ispunct_l@@GLIBC_2.3
   521: 001b3794     4 OBJECT  GLOBAL DEFAULT   33 argp_program_version_hook@@GLIBC_2.1
   522: 000667c0    49 FUNC    GLOBAL DEFAULT   13 __libc_fatal@@GLIBC_PRIVATE
   523: 000d3880    39 FUNC    GLOBAL DEFAULT   13 __sched_cpualloc@@GLIBC_2.7
   524: 000e7340    56 FUNC    GLOBAL DEFAULT   13 shmdt@@GLIBC_2.0
   525: 000e63c0    56 FUNC    GLOBAL DEFAULT   13 process_vm_writev@@GLIBC_2.15
   526: 000708c0   744 FUNC    GLOBAL DEFAULT   13 realloc@@GLIBC_2.0
   527: 000d29e0   157 FUNC    WEAK   DEFAULT   13 __pwrite64@@GLIBC_2.1
   528: 000d3d20    36 FUNC    WEAK   DEFAULT   13 fstatfs@@GLIBC_2.0
   529: 0002f190   131 FUNC    WEAK   DEFAULT   13 setstate@@GLIBC_2.0
   530: 0015c96c     5 OBJECT  GLOBAL DEFAULT   16 _libc_intl_domainname@@GLIBC_2.0
   531: 000fdaa0   768 FUNC    WEAK   DEFAULT   13 if_nameindex@@GLIBC_2.1
   532: 00160360     4 OBJECT  GLOBAL DEFAULT   16 h_nerr@@GLIBC_2.0
   533: 000905f0   371 FUNC    WEAK   DEFAULT   13 btowc@@GLIBC_2.0
   534: 00078bc0    64 FUNC    GLOBAL DEFAULT   13 __argz_stringify@@GLIBC_2.0
   535: 0005f9e0   183 FUNC    GLOBAL DEFAULT   13 _IO_ungetc@@GLIBC_2.0
   536: 0007d450    14 FUNC    GLOBAL DEFAULT   13 __memset_cc@@GLIBC_2.1.1
   537: 000ab2b0   109 FUNC    WEAK   DEFAULT   13 rewinddir@@GLIBC_2.0
   538: 00031620    41 FUNC    GLOBAL DEFAULT   13 strtold@@GLIBC_2.0
   539: 00061ed0    66 FUNC    GLOBAL DEFAULT   13 _IO_adjust_wcolumn@@GLIBC_2.2
   540: 000de0c0    90 FUNC    WEAK   DEFAULT   13 fsync@@GLIBC_2.0
   541: 000e9250   122 FUNC    GLOBAL DEFAULT   13 __iswalpha_l@@GLIBC_2.1
   542: 00109fa0    78 FUNC    GLOBAL DEFAULT   13 xdr_key_netstres@@GLIBC_2.0
   543: 00122340    38 FUNC    GLOBAL DEFAULT   13 getaliasent_r@GLIBC_2.0
   544: 000fc8a0   176 FUNC    GLOBAL DEFAULT   13 getaliasent_r@@GLIBC_2.1.2
   545: 000e58c0   298 FUNC    GLOBAL DEFAULT   13 prlimit@@GLIBC_2.13
   546: 0007d450    14 FUNC    GLOBAL DEFAULT   13 __memset_cg@@GLIBC_2.1.1
   547: 0009fcb0    74 FUNC    GLOBAL DEFAULT   13 clock@@GLIBC_2.0
   548: 000f55a0   367 FUNC    GLOBAL DEFAULT   13 __obstack_vprintf_chk@@GLIBC_2.8
   549: 000e8f90    91 FUNC    WEAK   DEFAULT   13 towupper@@GLIBC_2.0
   550: 000e6cf0    51 FUNC    GLOBAL DEFAULT   13 sockatmark@@GLIBC_2.2.4
   551: 001077f0   105 FUNC    GLOBAL DEFAULT   13 xdr_replymsg@@GLIBC_2.0
   552: 00117680    56 FUNC    GLOBAL DEFAULT   13 putmsg@@GLIBC_2.1
   553: 0002d0c0   591 FUNC    GLOBAL DEFAULT   13 abort@@GLIBC_2.0
   554: 001b0e00     4 OBJECT  GLOBAL DEFAULT   32 stdin@@GLIBC_2.0
